targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
RX_J1356.4+2515,9285,SDSSJ135625.02+251244.2,4,"('209.10666666666668', '25.256666666666668')","('209.10426', '25.2123')",0.08333898525812775,0.0002821887272079537,95.4110301725464,40.5343311280697,106.78957408587104,x,9780.0,9507.0,222.0,137.75,x,11.8,7.7,49.0,1.0,1.8,-99.99,x,-99.99,-99,Extended_Src_[SDSS],Extended_Src_[SDSS],0.031713
RX_J1356.4+2515,9285,IC4349,4,"('209.10666666666668', '25.256666666666668')","('208.94309', '25.1519')",0.046643205265707116,0.15099652975084263,243.21882151261028,309.9546934634157,425.2594687482062,x,9541.0,9267.0,-18.0,134.37,x,45.8,22.9,60.0,120.0,65.3,-99.99,x,-99.99,-99,x,x,0.030913
RX_J1356.4+2515,9285,IC4346,4,"('209.10666666666668', '25.256666666666668')","('208.91905', '25.15304')",0.0005602776656212157,0.0004983132330018043,196.0112132603446,193.89526812173628,452.9875144912886,x,9266.0,8992.0,-293.0,130.5,x,33.5,21.4,50.0,110.0,51.4,-99.99,x,-99.99,-99,x,x,0.029994
RX_J1356.4+2515,9285,SDSSJ135716.14+251852.2,4,"('209.10666666666668', '25.256666666666668')","('209.31727', '25.31452')",1.0786170717668504e-10,2.5035507073296096e-51,97.63112263186666,42.61276803963807,458.1276966067621,x,9365.0,9092.0,-193.0,131.89,x,12.2,7.8,50.0,156.0,82.9,-99.99,x,-99.99,-99,x,x,0.030328
