targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
3C273.0,2298,NGC4385,3,"('187.27791666666667', '2.0525')","('186.42835', '0.57262')",1.177698099447379e-09,8.708295035181233e-194,52.75811898352246,11.180339887498949,235.5613327822267,x,2433.0,2140.0,-158.0,7.91,x,5.0,2.3,63.0,100.0,70.2,131.27,.LBT+*.,-99.99,82.0,SB(rs)0+:;HII_Sbrst,SB(rs)0+:;HII_Sbrst,0.007138
3C273.0,2298,SDSSJ122815.88+024202.9,3,"('187.27791666666667', '2.0525')","('187.06619', '2.70083')",4.600546394721771e-21,9.266849035237315e-297,63.22811231576235,16.57181341917655,432.66009913506514,x,2581.0,2286.0,-12.0,36.35,x,6.5,3.6,56.0,52.0,70.1,-99.99,x,-99.99,-99,x,x,0.007626
3C273.0,2298,2PIGGNGPGALB+3.26998+0.03699,3,"('187.27791666666667', '2.0525')","('187.99558', '1.84364')",-99.99,-99.99,-99.99,-99.99,488.8054951347042,x,2662.0,2368.0,70.0,37.49,x,-99.99,-99.99,-99,-99,25.2,-99.99,x,-99.99,-99,x,x,0.0079
