targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
MRC2251-178,3203,PGC069976,3,"('343.52458333333334', '-17.581944444444446')","('343.6474', '-18.00054')",2.0152243219632134e-05,3.468977291602718e-25,97.63112263186666,42.61276803963807,319.50588444275616,x,2991.0,3267.0,64.0,42.12,x,12.2,7.3,53.0,40.0,55.6,75.54,.IBS9..,-99.99,40.0,IB(s)m,IB(s)m,0.010898
MRC2251-178,3203,ESO603-IG023NED02,3,"('343.52458333333334', '-17.581944444444446')","('343.12154', '-17.1805')",2.2897547434793703e-20,2.204642095501249e-308,61.19983704356188,15.43787550150603,410.8475569705511,x,3006.0,3282.0,79.0,42.34,x,6.2,1.7,74.0,56.0,80.3,-99.99,x,-99.99,-99,x,x,0.010948
MRC2251-178,3203,GALEXASCJ225326.49-174921.0,3,"('343.52458333333334', '-17.581944444444446')","('343.36075', '-17.82269')",-99.99,-99.99,-99.99,-99.99,202.55497501276523,x,2872.0,3148.0,-55.0,40.45,x,-99.99,-99.99,-99,-99,48.0,-99.99,x,-99.99,-99,x,x,0.0105
