targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
HE0429-5343,1167,NGC1617,7,"('67.66666666666667', '-53.61555555555555')","('67.91471', '-54.60228')",0.05981590536569971,0.004293385621943491,146.18622091989516,102.48638446154688,233.26134506519656,x,926.0,1063.0,-104.0,13.4,x,21.9,10.3,62.0,107.0,64.5,255.95,.SBS1..,0.26,107.0,(R')SAB(rs)a,(R')SAB(rs)a,0.003546
HE0429-5343,1167,NGC1566,7,"('67.66666666666667', '-53.61555555555555')","('65.00175', '-54.93781')",0.00040087198616620714,7.864749604290416e-10,114.13979475351596,59.84627807976032,254.78097268961903,x,1361.0,1504.0,337.0,7.15,x,15.3,10.5,46.0,170.0,60.1,499.06,.SXS4..,0.26,60.0,(R'_1)SAB(rs)bcSy1,(R'_1)SAB(rs)bcSy1,0.005017
HE0429-5343,1167,IC2085,7,"('67.66666666666667', '-53.61555555555555')","('67.851', '-54.41683')",0.00020922396103459107,1.0798376916431e-31,76.70151309027739,25.220150673618107,211.68061704227603,x,845.0,982.0,-185.0,15.0,x,8.6,1.8,78.0,115.0,57.2,143.93,.L..0P/,0.26,101.0,S0^0^_pec_sp,S0^0^_pec_sp,0.003276
HE0429-5343,1167,NGC1596,7,"('67.66666666666667', '-53.61555555555555')","('66.90879', '-55.02781')",4.772270994195874e-07,6.753302113017503e-19,118.22514476140695,64.6009365257192,402.90408390654756,x,1372.0,1510.0,343.0,15.6,x,16.1,5.2,71.0,20.0,2.3,222.92,.LA..*/,0.26,20.0,SA0:_sp,SA0:_sp,0.005037
HE0429-5343,1167,PGC015149,7,"('67.66666666666667', '-53.61555555555555')","('66.88583', '-54.19669')",3.0197796539650005e-11,2.798569589317782e-155,60.517027240206275,15.065888622978731,283.28725778249407,x,1331.0,1471.0,304.0,21.9,x,6.1,2.9,61.0,50.0,11.4,79.1,.E.4.*.,0.26,42.0,E4:,E4:,0.004907
HE0429-5343,1167,NGC1291,7,"('67.66666666666667', '-53.61555555555555')","('49.32744', '-41.10807')",1.6168418638366114e-25,0.0,33.599406811092535,4.192374029115246,247.80457172685774,x,633.0,839.0,-328.0,0.81,x,2.6,1.8,45.0,156.0,16.9,586.34,RSBS0..,0.26,-99,(R_1)SB(1)0/a_HII,(R_1)SB(1)0/a_HII,0.002799
HE0429-5343,1167,UMaDwarf,7,"('67.66666666666667', '-53.61555555555555')","('158.72', '51.92')",-99.99,-99.99,-99.99,-99.99,226.584774652683,x,1313.0,1101.0,-66.0,0.1,x,-99.99,-99.99,-99,-99,55.6,-99.99,x,0.26,-99,dSph,dSph,0.003673
