targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
SDSSJ140428.30+335342.0,7884,PGC050168,2,"('211.11791666666667', '33.895')","('211.12182', '33.95337')",1.4140018058273915,1.3839151358423725,192.36238102378877,186.13429560400738,108.15117666699489,x,8177.0,7919.0,35.0,106.0,x,32.6,11.7,69.0,120.0,63.2,-99.99,x,-99.99,-99,Spiral,Spiral,0.026415
SDSSJ140428.30+335342.0,7884,SDSSJ140425.82+335552.8,2,"('211.11791666666667', '33.895')","('211.10761', '33.93135')",0.9646489029440946,0.022143661473601098,93.73062433376386,38.99839740297029,75.27907014222191,x,8201.0,7942.0,58.0,115.5,x,11.5,5.5,61.0,94.0,72.8,-99.99,x,-99.99,-99,x,x,0.02649
