targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
HE0439-5254,1649,ISOSSJ04395-5300,3,"('70.05', '-52.805')","('69.90367', '-53.01264')",0.941734157179902,0.05359522865282539,109.98764963207289,55.214355017513334,94.11205800891707,x,1545.0,1678.0,29.0,23.9,x,14.5,3.3,77.0,28.0,4.9,116.99,.S?....,0.74,28.0,S?,S?,0.005597
HE0439-5254,1649,PGC015650,3,"('70.05', '-52.805')","('69.23621', '-52.17366')",8.126552584659208e-06,3.246534024082764e-92,57.750220983723516,13.608563480397187,197.5053231493621,x,1544.0,1680.0,31.0,14.1,x,5.7,4.1,44.0,162.0,19.9,73.82,.SBS9..,0.74,162.0,SB(s)m,SB(s)m,0.005603
HE0439-5254,1649,NGC1566,3,"('70.05', '-52.805')","('65.00175', '-54.93781')",6.555729274418675e-08,2.969741989194463e-26,114.13979475351596,59.84627807976032,456.7690963051297,x,1361.0,1504.0,-145.0,7.15,x,15.3,10.5,46.0,170.0,65.0,499.06,.SXS4..,0.74,60.0,(R'_1)SAB(rs)bcSy1,(R'_1)SAB(rs)bcSy1,0.005017
