targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
HE0241-3043,1310,NGC1097,7,"('40.90708333333333', '-30.513333333333332')","('41.57937', '-30.27489')",1.225653517433618,1.5196631044383972,260.533669654627,359.9364054940817,175.0910310023629,x,1030.0,1271.0,-39.0,16.0,x,50.6,27.8,57.0,145.0,77.4,559.95,.SBS3..,0.56,130.0,(R'_1:)SB(r'l)bSy1,(R'_1:)SB(r'l)bSy1,0.00424
HE0241-3043,1310,NGC1097A,7,"('40.90708333333333', '-30.513333333333332')","('41.54121', '-30.22803')",0.005481466335091058,3.8727455530032895e-22,75.46623912564232,24.345512933598258,170.79866680217472,x,1127.0,1368.0,58.0,15.86,x,8.4,5.2,52.0,105.0,42.6,48.77,.E...P*,0.56,105.0,E_pec:,E_pec:,0.004563
HE0241-3043,1310,MCG-05-07-034,7,"('40.90708333333333', '-30.513333333333332')","('42.39963', '-30.57803')",1.3991327324556683e-18,0.0,50.55306852161237,10.189357192679037,323.9164111845934,x,1024.0,1263.0,-47.0,14.42,x,4.7,4.7,0.0,85.0,7.9,52.26,.L?....,0.56,-99,Sp_HII,Sp_HII,0.004213
HE0241-3043,1310,UMaDwarf,7,"('40.90708333333333', '-30.513333333333332')","('158.72', '51.92')",-99.99,-99.99,-99.99,-99.99,227.5208080411809,x,1313.0,1101.0,-209.0,0.1,x,-99.99,-99.99,-99,-99,31.9,-99.99,x,0.56,-99,dSph,dSph,0.003673
HE0241-3043,1310,NGC1097B,7,"('40.90708333333333', '-30.513333333333332')","('41.45804', '-30.42608')",-99.99,-99.99,-99.99,-99.99,91.76724588150516,x,774.0,1015.0,-295.0,10.89,x,-99.99,-99.99,-99,-99,1.4,-99.99,x,0.56,-99,x,x,0.003386
HE0241-3043,1310,2PIGGSGPGALB+0.74035-0.52907,7,"('40.90708333333333', '-30.513333333333332')","('42.94992', '-30.10861')",-99.99,-99.99,-99.99,-99.99,373.9054526844698,x,841.0,1079.0,-231.0,11.84,x,-99.99,-99.99,-99,-99,4.0,-99.99,x,0.56,-99,S,S,0.0036
HE0241-3043,1310,2PIGGSGPGALB+0.71564-0.50999,7,"('40.90708333333333', '-30.513333333333332')","('41.5415', '-29.01103')",-99.99,-99.99,-99.99,-99.99,370.02329732929996,x,941.0,1184.0,-126.0,13.25,x,-99.99,-99.99,-99,-99,61.0,-99.99,x,0.56,-99,x,x,0.003949
