targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift
SBS1537+577,4077,SBS1540+576,1,"('234.54166666666666', '57.603611111111114')","('235.29007', '57.53141')",1.8247691237887002e-24,0.0,54.205369237839186,11.857824421031035,388.69667857612836,x,3878.0,3717.0,-360.0,54.61,x,5.2,3.0,55.0,36.0,64.2,-99.99,x,-99.99,-99,x,x,0.012399
