AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
HE0241-3043,1221,NGC1097,7,"('40.9070833333', '-30.5133333333')","(41.57937, -30.27489)",0.986455296,1.389095532,273.1866721,399.0239191,219.2796518,x,1029.8,1271,50,20.038,x,54.2,36.7,47.4,x,62.4,NGC1097,.SBS3..,47.5,130,(R'_1:)SB(r'l)bSy1,(R'_1:)SB(r'l)bSy1,0.00424,,,?,TRUE,TRUE,1221,"1175, 1243",83pm12,1.90E13 pm 3.06E12,23.6pm 2.5,Lya,center is 1209
HE0241-3043,1310,NGC1097,7,"('40.9070833333', '-30.5133333333')","(41.57937, -30.27489)",1.01089667,1.423513112,273.1866721,399.0239191,219.2796518,x,1029.8,1271,-39,20.038,x,54.2,36.7,47.4,x,62.4,NGC1097,.SBS3..,47.5,130,(R'_1:)SB(r'l)bSy1,(R'_1:)SB(r'l)bSy1,0.00424,,,?,TRUE,TRUE,1310,"1254, 1376",184pm15,5.07E13 pm 4.98E12,32.7pm 3.1,Lya,center is 1315
HE0241-3043,2309,2dFGRSS466Z138,1,"('40.9070833333', '-30.5133333333')","(41.81308, -31.28053)",6.46E-73,0,38.77514987,5.724334022,498.1928142,x,1855.5,2095,-214,26.1340289,x,3.2,1.7,58.4,x,x,0,x,x,x,x,x,0.006988,,,?,FALSE,FALSE,2309,"2239, 2355",60pm13,1.18E13 pm 2.80E12,44.5pm 1.9,Lya,center is 2297 : ONLY 1 GALAXY
HE0241-3043,2623,x,0,"('40.90708', '-30.51333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,2623,"2607, 2657",25pm9,4.94E12 pm 1.80E12,20.5pm 3.2,Lya,center is 2632 : NO GALAXIES
HE0241-3043,4978,2dFGRSS393Z148,3,"('40.9070833333', '-30.5133333333')","(40.71194, -30.21257)",2.37E-05,1.26E-14,123.7412869,71.33335826,403.4538884,x,4761.6,5005,27,67.06424215,x,17.2,3.9,76.9,x,x,0,x,x,x,S,S,0.016695,,,?,FALSE,FALSE,4978,"4951, 5009",51pm8,1.08E13 pm 1.90E12,21.8pm 1.9,Lya,"center is 4980, weak : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE0241-3043,5681,x,0,"('40.90708', '-30.51333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,5681,"5662, 5706",29pm7,5.86E12 pm 1.60E12,14.7pm 2.1,Lya,"center is 5684, weak : NO GALAXIES"
HE0241-3043,7153,x,0,"('40.90708', '-30.51333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,7153,"7108, 7186",54pm9,1.11E13 pm 2.07E12,30.6pm 3.9,Lya,center is 7147 : NO GALAXIES
HE0241-3043,9881,x,0,"('40.90708', '-30.51333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,9881,"9837, 9919",46pm10,9.38E12 pm 2.03E12,28.8pm 3.0,Lya,center is 9878 : NO GALAXIES
SDSSJ130524.30+035731.0,2924,UGC08153,1,"('196.35125', '3.95861111111')","(195.77465, 3.99188)",9.09E-05,9.34E-10,140.1420229,93.49767912,425.3744516,x,3155.8,2863,-61,42.299999,x,20.6,18.4,27.1,x,x,UGC8153,.S..7..,27,-99,Sd,Sd,0.00955,,,?,FALSE,FALSE,2924,"2884, 2966",46pm13,9.30E12 pm 2.87E12,24.4pm 4.5,Lya,center is 2925 : ONLY 1 GALAXY
SDSSJ130524.30+035731.0,7039,UGC08186,1,"('196.35125', '3.95861111111')","(196.49433, 3.95644)",0.824462604,1.278738894,268.2979823,383.6638529,248.6567512,x,7298.1,7006,-33,99.8,x,52.8,12.7,76.1,105,14.1,0,x,x,x,Scd(f),Scd(f),0.023369,,,?,TRUE,TRUE,7039,"6935, 7155",480pm14,1.84E14 pm 1.10E13,54.6pm 2.5,Lya,center is 7045 : ONLY 1 GALAXY
MS1228.6+1219,866,VCC1369,71,"('187.804583333', '12.0519444444')","(187.88897, 12.06378)",1.089318079,1.47E-11,34.48585496,4.436552716,22.07014686,x,1076.9,777,-89,15.16777769,x,2.7,1.8,48.7,154,72.2,0,x,x,x,"dE6,N","dE6,N",0.002591,,,?,TRUE,FALSE,866,"825, 901",94pm18,2.23E13 pm 5.05E12,23.0pm 4.0,Lya,center is 863 : VIRIAL VS CUSTOM RESULT MISMATCH
MS1228.6+1219,866,NGC4429,71,"('187.804583333', '12.0519444444')","(186.86045, 11.10771)",0.02619119,0.033103179,203.6161637,210.6225629,385.2508324,x,1215.8,916,50,16.7,x,35.4,12,70.1,97,52.6,NGC4429,.LAR+..,62.8,99,SA(r)0+;LINER  HII,SA(r)0+;LINER  HII,0.003055,,,?,FALSE,TRUE,866,"825, 901",94pm18,2.23E13 pm 5.05E12,23.0pm 4.0,Lya,center is 863 : VIRIAL VS CUSTOM RESULT MISMATCH
MS1228.6+1219,1046,UGC07654,72,"('187.804583333', '12.0519444444')","(187.70593, 12.39112)",0.288249742,0.299973685,214.2092562,235.1730023,103.6317277,x,1606.9,1307,261,16.839,x,38.1,32.8,30.7,153,11.1,NGC4486,.E+0+P.,37.4,-99,E+0-1 pec;NLRG Sy,E+0-1 pec;NLRG Sy,0.00436,,,?,FALSE,TRUE,1046,"994, 1108",167pm19,4.24E13 pm 5.94E12,33.6pm 3.1,Lya,center is 1051 : VIRIAL AND CUSTOM INCLUDE MISMATCH
MS1228.6+1219,1286,UGC07654,59,"('187.804583333', '12.0519444444')","(187.70593, 12.39112)",1.565291367,1.628956253,214.2092562,235.1730023,103.6317277,x,1606.9,1307,21,16.839,x,38.1,32.8,30.7,153,11.1,NGC4486,.E+0+P.,37.4,-99,E+0-1 pec;NLRG Sy,E+0-1 pec;NLRG Sy,0.00436,,,?,FALSE,TRUE,1286,"1191, 1365",522pm16,2.01E14 pm 1.51E13,57.3pm 1.4,Lya,center is 1278 : VIRIAL AND CUSTOM INCLUDE MISMATCH
MS1228.6+1219,3956,x,0,"('187.8045833', '12.05194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,3956,"3942, 3996",44pm11,9.23E12 pm 2.42E12,22.6pm 3.1,Lya,center is 3969 : NO GALAXIES
MS1228.6+1219,7337,x,0,"('187.8045833', '12.05194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,7337,"7231, 7429",647pm11,2.85E14 pm 1.55E13,66.4pm 1.2,Lya,center is 7330 : NO GALAXIES
MS1228.6+1219,7811,IC3440,1,"('187.804583333', '12.0519444444')","(187.77149, 12.02986)",1.426358115,0.938899854,138.2586923,90.78770842,77.84317478,x,8081.9,7782,-29,113.8298616,x,20.2,16.6,34.9,82,26.3,0,x,x,x,S,S,0.025957,,,?,TRUE,TRUE,7811,"7701, 7905",511pm14,1.87E14 pm 1.08E13,59.0pm 1.7,Lya,center is 7803 : ONLY 1 GALAXY
MS1228.6+1219,9040,x,0,"('187.8045833', '12.05194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,9040,"8996, 9090",64pm13,1.32E13 pm 2.92E12,34.8pm 1.9,Lya,center is 9043 : NO GALAXIES
SDSSJ135726.27+043541.4,1124,NGC5364,20,"('209.359166667', '4.59472222222')","(209.05, 5.01447)",0.667429541,0.740509024,210.7048967,226.8895061,183.1125727,x,1516.4,1241,117,20.15,x,37.2,21.2,55.2,48,84.3,NGC5364,.SAT4P.,49.8,30,SA(rs)bc pec   HII,SA(rs)bc pec   HII,0.00414,,,?,TRUE,TRUE,1124,"1095, 1161",85pm11,1.95E13 pm 2.93E12,23.0pm 2.3,Lya,center is 1128
SDSSJ135726.27+043541.4,1296,NGC5364,18,"('209.359166667', '4.59472222222')","(209.05, 5.01447)",0.871341369,0.96674796,210.7048967,226.8895061,183.1125727,x,1516.4,1241,-55,20.15,x,37.2,21.2,55.2,48,84.3,NGC5364,.SAT4P.,49.8,30,SA(rs)bc pec   HII,SA(rs)bc pec   HII,0.00414,,,?,TRUE,TRUE,1296,"1264, 1324",98pm9,2.37E13 pm 2.75E12,21.1pm 1.4,Lya,center is 1294
SDSSJ135726.27+043541.4,2586,x,0,"('209.35917', '4.59472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,2586,"2552, 2624",60pm9,1.24E13 pm 2.17E12,27.4pm 3.2,Lya,center 2588 : NO GALAXIES
SDSSJ135726.27+043541.4,4540,x,0,"('209.35917', '4.59472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,4540,"4507, 4555",34pm7,7.07E12 pm 1.57E12,14.9pm 2.4,Lya,"center 4531, weak : NO GALAXIES"
SDSSJ135726.27+043541.4,6308,x,0,"('209.35917', '4.59472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,6308,"6268, 6340",64pm8,1.37E13 pm 1.97E12,24.6pm 4.9,Lya,center is 6304 : NO GALAXIES
SDSSJ135726.27+043541.4,8804,x,0,"('209.35917', '4.59472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,8804,"8764, 8846",84pm8,1.82E13 pm 2.07E12,28.1pm 2.1,Lya,center is 8805 : NO GALAXIES
RX_J2139.7+0246,4083,UGC11785,1,"('324.934166667', '2.76805555556')","(324.8615, 2.82711)",1.506805142,1.531061983,202.821709,208.8401494,107.5396145,x,3860,4074,-9,65.85,x,35.2,6.3,79.6,60,69.1,UGC11785,.S..6?/,82.6,61,Sd,Sd,0.013589,,,?,TRUE,TRUE,4083,"3977, 4123",490pm7,2.38E14 pm 1.28E13,50.1pm 3.1,Lya,center is 4050 : ONLY 1 GALAXY
RX_J2139.7+0246,4181,UGC11785,1,"('324.934166667', '2.76805555556')","(324.8615, 2.82711)",1.134045819,1.152301908,202.821709,208.8401494,107.5396145,x,3860,4074,-107,65.85,x,35.2,6.3,79.6,60,69.1,UGC11785,.S..6?/,82.6,61,Sd,Sd,0.013589,,,?,TRUE,TRUE,4181,"4121, 4281",529pm7,2.65E14 pm 1.39E13,54.2pm 3.6,Lya,center is 4201 : ONLY 1 GALAXY
RX_J2139.7+0246,9219,x,0,"('324.9341667', '2.768055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,9219,"9163, 9271",106pm10,2.35E13 pm 2.57E12,34.0pm 2.2,Lya,center is 9217 : NO GALAXIES
FBQSJ1431+2442,2241,x,0,"('217.8575', '24.70556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,2241,"2216, 2286",54pm19,1.11E13 pm 4.36E12,29.0pm 3.9,Lya,center is 2251 : NO GALAXIES
FBQSJ1431+2442,6542,IRASF14291+2443,2,"('217.8575', '24.7055555556')","(217.84593, 24.51172)",0.064161299,0.074428765,202.821709,208.8401494,327.8649196,x,6870.7,6615,73,96.77107615,x,35.2,9.9,73.7,x,x,0,x,x,x,2MASS Extended Ver.2,2MASS Extended Ver.2,0.022065,,,?,TRUE,TRUE,6542,"6517, 6573",56pm15,1.19E13 pm 3.71E12,21.3pm 4.1,Lya,center is 6545
FBQSJ1431+2442,6623,IRASF14291+2443,2,"('217.8575', '24.7055555556')","(217.84593, 24.51172)",0.073187542,0.08489944,202.821709,208.8401494,327.8649196,x,6870.7,6615,-8,96.77107615,x,35.2,9.9,73.7,x,x,0,x,x,x,2MASS Extended Ver.2,2MASS Extended Ver.2,0.022065,,,?,TRUE,TRUE,6623,"6570, 6698",272pm20,7.89E13 pm 8.95E12,41.7pm 2.6,Lya,center is 6634
LBQS1230-0015,1127,NGC4517,11,"('188.267083333', '-0.526111111111')","(188.18996, 0.11503)",1.445606357,1.418871139,193.1759035,187.8498124,110.0582855,x,1420.4,1128,1,9.765,x,32.8,4.1,82.7,x,89.9,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,,,?,TRUE,TRUE,1127,"1028, 1218",473pm16,1.84E14 pm 1.34E13,51.0pm 2.3,Lya,center is 1123
LBQS1230-0015,2406,SDSSJ123209.67-010543.0,1,"('188.267083333', '-0.526111111111')","(188.04032, -1.09529)",2.19E-13,4.60E-127,74.22181293,23.48122654,400.4676107,x,2659,2368,-38,37.45045233,x,8.2,2.6,71.3,x,x,0,x,x,x,Irr(f),Irr(f),0.0079,,,?,FALSE,FALSE,2406,"2374, 2446",108pm9,2.55E13 pm 2.78E12,25.2pm 1.7,Lya,center is 2410 : ONLY 1 GALAXY
LBQS1230-0015,4308,x,0,"('188.26708', '0.52611')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,4308,"4260, 4344",38pm11,7.52E12 pm 2.28E12,29.1pm 3.1,Lya,"center is 4302, very weak : NO GALAXIES"
LBQS1230-0015,4678,x,0,"('188.26708', '0.52611')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,4678,"4636, 4704",30pm10,5.82E12 pm 2.05E12,23.5pm 3.0,Lya,"center is 4670, very weak : NO GALAXIES"
LBQS1230-0015,6828,2MASXJ12325963-0041580,1,"('188.267083333', '-0.526111111111')","(188.24852, -0.69954)",2.51E-08,7.42E-47,85.11380382,31.6227766,320.8173382,x,7482.5,7191,363,105.386651,x,10,7.4,42.3,120,66.1,0,x,x,x,x,x,0.023985,,,?,FALSE,FALSE,6828,"6756, 6890",204pm12,5.17E13 pm 3.82E12,40.7pm 1.9,Lya,center is 6823 : ONLY 1 GALAXY
RX_J1017.5+4702,629,NGC3198,5,"('154.37875', '47.0402777778')","(154.97897, 45.54962)",0.01956555,0.014085314,191.1391896,183.5708773,377.7156519,x,884.9,663,34,13.987,x,32.3,11.3,69.5,40,55.3,NGC3198,.SBT5..,67.1,35,SB(rs)c,SB(rs)c,0.002212,,,?,TRUE,TRUE,629,"584, 662",60pm17,1.24E13 pm 3.81E12,27.9pm 2.9,Lya,center is 623
RX_J1117.6+5301,685,UGC06446,6,"('169.41875', '53.0305555556')","(171.66858, 53.74668)",1.17E-07,7.92E-31,105.7638353,50.70851013,422.0359843,x,865.1,644,-41,15.9,x,13.7,8.9,49.5,10,52.1,UGC6446,.SA.7..,49.8,10,SAd,SAd,0.002149,,,?,FALSE,FALSE,685,"593, 765",318pm26,9.54E13 pm 1.14E13,47.5pm 3.1,Lya,center is 679 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1117.6+5301,1131,NGC3631,8,"('169.41875', '53.0305555556')","(170.26198, 53.16957)",0.322842763,0.277746529,187.4482789,175.9521071,197.9301941,x,1377.8,1156,25,21.6,x,31.4,30.2,16.3,x,x,NGC3631,.SAS5..,17.3,-99,SA(s)c,SA(s)c,0.003856,,,?,TRUE,TRUE,1131,"1050, 1216",356pm20,1.19E14 pm 1.14E13,44.6pm 2.4,Lya,center is 1133
RX_J1117.6+5301,1259,NGC3631,7,"('169.41875', '53.0305555556')","(170.26198, 53.16957)",0.251530789,0.216395755,187.4482789,175.9521071,197.9301941,x,1377.8,1156,-103,21.6,x,31.4,30.2,16.3,x,x,NGC3631,.SAS5..,17.3,-99,SA(s)c,SA(s)c,0.003856,,,?,TRUE,TRUE,1259,"1218, 1298",57pm17,1.18E13 pm 3.87E12,25.4pm 4.6,Lya,center is 1258
RX_J1117.6+5301,2374,x,0,"('169.41875', '53.03055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,2374,"2324, 2432",186pm16,4.78E13 pm 5.28E12,34.7pm 1.9,Lya,center is 2378 : NO GALAXIES
RX_J1117.6+5301,2874,CGCG267-053,2,"('169.41875', '53.0305555556')","(168.46024, 53.08642)",5.74E-12,1.39E-79,86.28476458,32.57618762,438.9646843,x,3085.4,2865,-9,43.4562461,x,10.2,3.5,70.1,60,35.5,0,x,x,x,x,x,0.009557,,,?,FALSE,FALSE,2874,"2816, 2936",108pm18,2.31E13 pm 4.27E12,45.5pm 3.4,Lya,center is 2876 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1117.6+5301,5798,x,0,"('169.41875', '53.03055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,5798,"5717, 5855",212pm16,5.93E13 pm 5.91E12,38.8pm 2.5,Lya,center is 5786 : NO GALAXIES
RX_J1117.6+5301,7957,x,0,"('169.41875', '53.03055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,7957,"7904, 8006",91pm15,1.92E13 pm 3.65E12,35.8pm 3.0,Lya,center is 7955 : NO GALAXIES
SDSSJ112224.10+031802.0,1049,NGC3640,8,"('170.600416667', '3.30055555556')","(170.27854, 3.23483)",0.397718827,0.342979333,179.9663384,161.0414108,138.825941,x,1534.7,1251,202,24.25,x,29.6,23.7,36.9,100,21.6,NGC3640,.E.3...,37.4,100,E3,E3,0.004173,,,?,FALSE,TRUE,1049,"977, 1111",288pm30,8.30E13 pm 1.38E13,40.9pm 2.5,Lya,center is 1044 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ112224.10+031802.0,1264,NGC3640,14,"('170.600416667', '3.30055555556')","(170.27854, 3.23483)",1.098411465,0.947233085,179.9663384,161.0414108,138.825941,x,1534.7,1251,-13,24.25,x,29.6,23.7,36.9,100,21.6,NGC3640,.E.3...,37.4,100,E3,E3,0.004173,,,?,TRUE,TRUE,1264,"1180, 1360",424pm27,1.35E14 pm 1.54E13,54.7pm 2.4,Lya,center is 1270
SDSSJ112224.10+031802.0,8872,2MASXJ11223041+0315459,1,"('170.600416667', '3.30055555556')","(170.62667, 3.26275)",0.899449196,0.094952001,121.7484398,68.85950915,104.1301451,x,9208.2,8924,52,129.6930657,x,16.8,9.4,55.9,135,10.3,0,x,x,x,x,x,0.029767,,,?,TRUE,TRUE,8872,"8770, 8964",435pm17,1.41E14 pm 9.34E12,56.6pm 1.9,Lya,center is 8867 : ONLY 1 GALAXY
SDSSJ112224.10+031802.0,9890,x,0,"('170.60042', '3.30056')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,9890,"9822, 9960",56pm19,1.10E13 pm 3.89E12,55.9pm 2.6,Lya,"center is 9891, weak : NO GALAXIES"
RX_J1544.5+2827,2111,IC4582,1,"('236.127083333', '28.4655555556')","(236.41436, 28.08866)",0.000941748,6.01E-16,99.28140373,44.19417382,261.524501,x,2343.7,2145,34,33.00973985,x,12.5,2.9,76.7,x,x,0,x,x,x,S?,S?,0.007155,,,?,FALSE,FALSE,2111,"2058, 2152",75pm18,1.63E13 pm 4.19E12,31.9pm 3.6,Lya,center is 2105 : ONLY 1 GALAXY
RX_J1544.5+2827,9642,CGCG166-047,2,"('236.127083333', '28.4655555556')","(235.98894, 28.52408)",0.031360388,0.010080137,175.324639,152.1483651,326.2079565,x,9845.9,9646,4,138.6747465,x,28.5,21.1,42.3,55,60.7,0,x,x,x,SBa            Sy2,SBa            Sy2,0.032176,,,?,TRUE,TRUE,9642,"9577, 9695",183pm14,4.81E13 pm 4.50E12,33.8pm 2.4,Lya,center is 9636
RX_J1544.5+2827,9759,CGCG166-047,2,"('236.127083333', '28.4655555556')","(235.98894, 28.52408)",0.022799089,0.007328287,175.324639,152.1483651,326.2079565,x,9845.9,9646,-113,138.6747465,x,28.5,21.1,42.3,55,60.7,0,x,x,x,SBa            Sy2,SBa            Sy2,0.032176,,,?,TRUE,FALSE,9759,"9702, 9794",169pm12,4.32E13 pm 3.99E12,32.4pm 2.0,Lya,center is 9748 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J2043.1+0324,1402,UMaDwarf,1,"('310.775833333', '3.41388888889')","(158.72, 51.92)",-99,-99,-99,-99,211.1854604,x,1313,1101,-301,0.101,x,x,x,x,x,x,0,x,x,x,dSph,dSph,0.003673,,,?,FALSE,FALSE,1402,"1379, 1421",30pm13,6.07E12 pm 2.80E12,16.2pm 2.5,Lya,"center is 1400, very weak : ONLY 1 GALAXY"
RX_J2043.1+0324,3287,x,0,"('310.7758333', '3.413888889')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,3287,"3211, 3347",91pm14,1.85E13 pm 3.00E12,49.8pm 3.2,Lya,center is 3279 : NO GALAXIES
RX_J2043.1+0324,4080,NGC6954,1,"('310.775833333', '3.41388888889')","(311.01325, 3.20944)",0.037317421,0.006935446,165.8706194,134.8756724,300.5907896,x,3906.5,4067,-13,55.0217401,x,26.3,15.3,54.5,65,65.8,NGC6954,.LA.+?.,51.9,68,SA0+?,SA0+?,0.013566,,,?,TRUE,FALSE,4080,"4033, 4127",82pm10,1.73E13 pm 2.44E12,33.5pm 1.8,Lya,center is 4080 : ONLY 1 GALAXY
RX_J2043.1+0324,7448,x,0,"('310.7758333', '3.413888889')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,7448,"7400, 7492",99pm9,2.24E13 pm 2.37E12,27.5pm 2.9,Lya,center is 7446 : NO GALAXIES
RX_J2043.1+0324,8061,x,0,"('310.7758333', '3.413888889')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,8061,"7996, 8144",167pm12,3.80E13 pm 3.03E12,45.7pm 2.2,Lya,center is 8070 : NO GALAXIES
MRK876,939,NGC6140,3,"('243.488333333', '65.7194444444')","(245.24233, 65.39056)",0.006028252,1.08E-08,114.6540229,60.43396396,258.6782056,x,1034.7,910,-29,18.6,x,15.4,8.1,58,60,54.5,NGC6140,.SBS6P.,43.6,95,SB(s)cd pec,SB(s)cd pec,0.003035,,,?,FALSE,FALSE,939,"830, 1030",366pm4,1.01E14 pm 1.38E12,57.4pm 1.7,"Lya, d:Lya",center is 930 : VIRIAL AND CUSTOM INCLUDE MISMATCH
MRK876,3478,UGC10294,1,"('243.488333333', '65.7194444444')","(243.34246, 65.41842)",0.063147734,0.015074328,165.4351886,134.1071512,274.1125942,x,3632.1,3504,26,51.15615908,x,26.2,17,49.5,4,7.3,0,x,x,x,Sm?,Sm?,0.011688,,,?,TRUE,TRUE,3478,"3322, 3588",280pm3,7.92E13 pm 9.77E11,52.3pm 2.7,"Lya, d:Lya",center is 3455 : ONLY 1 GALAXY
MRK876,4508,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,4508,"4469, 4525",16pm2,3.00E12 pm 3.33E11,21.3pm 1.2,d:Lya,"center is 4497, weak : NO GALAXIES"
MRK876,5036,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,5036,"5021, 5057",10pm1,1.84E12 pm 2.67E11,14.4pm 0.7,d:Lya,"center is 5039, weak : NO GALAXIES"
MRK876,6037,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,6037,"5994, 6096",88pm2,1.91E13 pm 4.89E11,29.2pm 2.7,Lya,center is 6045 : NO GALAXIES
MRK876,7005,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,7005,"6962, 7060",26pm2,4.89E12 pm 4.30E11,36.6pm 1.9,"Lya, d:Lya",center is 7011 : NO GALAXIES
MRK876,9895,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,9895,"9877, 9925",13pm2,2.38E12 pm 3.03E11,18.5pm 1.6,Lya,"center is 9901, weak : NO GALAXIES"
PG0832+251,2183,SDSSJ083335.65+250847.1,1,"('128.899583333', '24.9947222222')","(128.39854, 25.14642)",1.54E-15,0,48.3039167,9.229517864,281.8747978,x,2396.3,2229,46,33.75041806,x,4.4,2.4,56.6,109,0.5,0,x,x,x,x,x,0.007436,,,?,FALSE,FALSE,2183,"2117, 2233",220pm12,6.35E13 pm 4.98E12,33.5pm 2.5,Lya,center is 2175 : ONLY 1 GALAXY
PG0832+251,3536,x,0,"('128.89958', '24.99472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,,,FALSE,FALSE,FALSE,3536,"3442, 3672",115pm18,2.29E13 pm 3.88E12,86.6pm 3.2,Lya,center is 3557 : NO GALAXIES
PG0832+251,5233,SDSSJ083537.08+250015.0,3,"('128.899583333', '24.9947222222')","(128.9045, 25.00417)",1.937861175,1.809547292,102.0048715,46.87216658,13.81302004,x,5379.3,5210,-23,75.76446817,x,13,4.3,70.7,99,73.7,0,x,x,x,x,x,0.017379,,,?,FALSE,FALSE,5233,"4940, 5266",796pm15,4.08E14 pm 1.94E13,84.7pm 4.6,Lya,"center is 5103, DLA : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG0832+251,5336,NGC2611,3,"('128.899583333', '24.9947222222')","(128.87154, 25.0275)",1.495545265,1.342274629,153.0237856,113.1940988,55.31260894,x,5425.1,5256,-80,76.4105091,x,23.4,8.9,67.7,50,87.8,0,x,x,x,SB:(rs)a,SB:(rs)a,0.017532,,,?,FALSE,FALSE,5336,"5266, 5390",512pm4,3.07E14 pm 1.75E13,51.6pm 2.1,Lya,"center is 5328, DLA : VIRIAL AND CUSTOM INCLUDE MISMATCH"
