AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
HE1228+0131,9239,2MASXJ12303439+0116243,1,"('187.708333333', '1.25583333333')","(187.64345, 1.27345)",0.177017577,0.009721852,126.7038471,75.09828227,158.8356035,x,9612.8,9319,80,135.3912178,x,17.8,15.7,28.3,45,60.2,0,x,x,x,x,x,0.031084,0.117,SP,?,TRUE,FALSE,9239,"9140, 9308",249pm3,6.04E13 pm 7.84E11,53.1pm 2.2,"Lya, d:Lya","Lya labeled at 9239, d:Lya at 9235 _ I measure 9224, far away, but the only galaxy in field : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
IRAS_Z06229-6434,1279,UMaDwarf,1,"('95.7820833333', '-64.6052777778')","(158.72, 51.92)",-99,-99,-99,-99,222.482022,x,1313,1101,-178,0.101,x,x,x,x,x,x,0,x,x,x,dSph,dSph,0.003673,0.1289,SP,?,FALSE,FALSE,1279,"1235, 1325",64pm7,1.31E13 pm 1.59E12,30.3pm 2.3,d:Lya,"center is 1280, only HIPASSJ0608-63 at 1554 km/s with b = 736 kpc : NO GALAXIES : ONLY 1 GALAXY : ONLY 1 GALAXY"
IRAS_Z06229-6434,3689,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,SP,FALSE,FALSE,FALSE,3689,"3595, 3755",284pm6,8.98E13 pm 2.51E12,39.0pm 2.6,d:Lya,"center is 3675, no galaxies within 1000 km/s and 800 km/s : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRC2251-178,2258,MCG-03-58-014,1,"('343.524583333', '-17.5819444444')","(344.36012, -17.88558)",2.96E-19,7.73E-264,63.89771317,16.955707,417.3423285,x,1993.2,2271,13,28.07265578,x,6.6,3.7,55.9,105,5.9,0,x,x,x,Sa,Sa,0.007575,0.0661,SP,?,FALSE,FALSE,2258,"2202, 2330",80pm5,1.62E13 pm 1.18E12,42.1pm 2.0,"Lya, d:Lya","Lya labeled at 2258, d:Lya at 2283, center is 2266 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
MRC2251-178,3042,HIPASSJ2254-18,3,"('343.524583333', '-17.5819444444')","(343.6474, -18.00054)",0.000287949,1.26E-10,121.7484398,68.85950915,319.50795,x,2990.5,3267,225,42.12023615,x,16.8,10.1,53.1,40,55.6,ESO603-G27,.IBS9..,52.9,40,IB(s)m,IB(s)m,0.010898,0.0661,SP,?,FALSE,FALSE,3042,"3002, 3116",67pm5,1.33E13 pm 1.01E12,43.2pm 2.7,"Lya, d:Lya","Lya labeled at 3042, d:Lya at 3055, center is 3059 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
MRC2251-178,3203,HIPASSJ2254-18,3,"('343.524583333', '-17.5819444444')","(343.6474, -18.00054)",0.000921505,4.03E-10,121.7484398,68.85950915,319.50795,x,2990.5,3267,64,42.12023615,x,16.8,10.1,53.1,40,55.6,ESO603-G27,.IBS9..,52.9,40,IB(s)m,IB(s)m,0.010898,0.0661,SP,?,FALSE,FALSE,3203,"3120, 3326",332pm5,9.28E13 pm 1.83E12,52.7pm 2.4,"Lya, d:Lya","Lya labeled at 3203, d:Lya at 3218, center is 3223 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
MRC2251-178,4373,x,0,"('343.52458', '-17.58194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,0.0661,SP,FALSE,FALSE,FALSE,4373,"4308, 4376",22pm3,4.36E12 pm 6.54E11,22.4pm 3.0,Lya,"Lya labeled at 4323, d:INSTR labeled at 4362.5, center is 4342 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRC2251-178,4710,x,0,"('343.52458', '-17.58194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,29,x,x,x,x,x,x,x,x,x,x,x,x,0.0661,SP,FALSE,FALSE,FALSE,4710,"4667, 4719",23pm3,4.51E12 pm 6.80E11,16.2pm 3.9,d:Lya,"d:Lya labeled at 4710, center is 4693 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRC2251-178,9051,MCG-03-58-009,1,"('343.524583333', '-17.5819444444')","(343.42021, -17.47889)",0.361759073,1.426017559,319.1465428,559.5058883,320.0630657,x,8753.8,9030,-21,128,x,67.9,35.3,58.7,175,39,ESO603-G25,.S?....,48.6,27,Sc,Sc,0.030121,0.0661,SP,?,TRUE,TRUE,9051,"8958, 9098",60pm4,1.18E13 pm 8.73E11,46.4pm 2.7,"Lya, d:Lya","Lya labeled at 9051, d:Lya at 9040, center is 9028 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
MRC2251-178,9733,x,0,"('343.52458', '-17.58194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0661,SP,FALSE,FALSE,FALSE,9733,"9650, 9810",195pm4,4.63E13 pm 9.91E11,44.2pm 1.9,"Lya, d:Lya","Lya labeled at 9733, d:Lya at 9745, center is 9730 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRK1014,5694,KUG0156-001,1,"('29.9591666667', '0.394722222222')","(29.79728, 0.10978)",3.30E-05,1.80E-10,141.0794316,94.86259537,446.1414387,x,5538,5807,113,78.0001575,x,20.8,16.8,35.9,18,11.6,0,x,x,x,Compact,Compact,0.01937,0.163,SP,?,FALSE,FALSE,5694,"5604, 5706",45pm9,8.84E12 pm 1.92E12,35.3pm 2.3,d:Lya,"center is 5655, extremely weak : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
MRK1014,7080,NGC0768,3,"('29.9591666667', '0.394722222222')","(29.67056, 0.52922)",0.023093339,0.116958824,253.3839055,338.8085831,486.1529329,x,6752.3,7021,-59,87.483,x,48.6,14.5,72.6,x,85,NGC768,.SBR4*.,61.4,30,SB(r)bc:,SB(r)bc:,0.023419,0.163,SP,?,TRUE,TRUE,7080,"6984, 7144",117pm11,2.46E13 pm 2.54E12,49.0pm 3.1,d:Lya,"center is 7064, IC1761 companion; p"
MRK1014,7563,SDSSJ020017.78+003715.5,1,"('29.9591666667', '0.394722222222')","(30.07412, 0.62098)",1.17E-08,8.43E-23,121.7484398,68.85950915,476.5093625,x,7638.2,7906,343,107.5800139,x,16.8,6.6,67,148,58.9,0,x,x,x,x,x,0.026371,0.163,SP,?,FALSE,FALSE,7563,"7466, 7658",416pm10,1.58E14 pm 6.54E12,46.3pm 1.9,d:Lya,"center is 7562, strong, but far away from galaxy; p : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
MRK1014,8421,x,0,"('29.95917', '0.39472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.163,SP,FALSE,FALSE,FALSE,8421,"8356, 8488",169pm11,3.98E13 pm 3.05E12,39.3pm 2.4,d:Lya,center is 8422 : NO GALAXIES : NO GALAXIES : NO GALAXIES
MRK290,758,SBS1511+583,3,"('233.967916667', '57.9025')","(228.1827, 58.17656)",0,0,12.21586889,0.464758002,486.3523673,x,643.7,471,-287,9.066242091,x,0.6,0.5,34.9,69,26.1,0,x,x,x,x,x,0.001572,0.0296,SP,?,FALSE,FALSE,758,"698, 810",134pm10,3.00E13 pm 2.56E12,39.4pm 2.1,done,center is 754 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
MRK290,3105,NGC5987,2,"('233.967916667', '57.9025')","(234.98904, 58.07953)",0.081843848,0.772750688,322.0594318,570.666866,486.0128811,x,3170,3010,-95,48.9,x,68.8,29.6,64.5,60,11.9,NGC5987,.S..3..,71.6,165,Sb,Sb,0.01004,0.0296,SP,?,TRUE,TRUE,3105,"2966, 3170",511pm5,2.01E14 pm 3.76E12,57.0pm 2.6,done,center is 3068
MRK290,3207,NGC5987,3,"('233.967916667', '57.9025')","(234.98904, 58.07953)",0.038869627,0.366998027,322.0594318,570.666866,486.0128811,x,3170,3010,-197,48.9,x,68.8,29.6,64.5,60,11.9,NGC5987,.S..3..,71.6,165,Sb,Sb,0.01004,0.0296,SP,?,TRUE,TRUE,3207,"3166, 3308",319pm4,1.11E14 pm 2.43E12,39.8pm 3.1,done,center is 3237
MRK290,4654,x,0,"('233.96792', '57.9025')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0296,SP,FALSE,FALSE,FALSE,4654,"4630, 4694",45pm14,933E12 pm 3.07E12,22.6pm 4.1,done,"only in HRS data, very faint, center is 4662 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG0003+158,833,NGC7814,13,"('1.49708333333', '16.1636111111')","(0.81204, 16.14542)",0.081496361,0.0474329,171.056491,144.2112166,197.2698855,x,789.3,1050,217,17.171,x,27.5,11.5,65.3,x,46.6,NGC7814,.SAS2*/,65.4,135,SA(s)ab: sp    LINER,SA(s)ab: sp    LINER,0.003502,0.4509,SP,?,FALSE,TRUE,833,"810, 896",131pm15,3.10E13 pm 4.45E12,30.0pm 2.0,d:Lya,"weak, crowded field, center is 853; p : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1211+143,2116,IC3061,11,"('183.57375', '14.0536111111')","(183.7685, 14.02897)",0.31637422,0.076154239,151.6674085,111.0242811,139.3341254,x,2615.6,2316,200,41.9,x,23.1,6,74.9,120,22.6,IC3061,.SB.5?/,78.8,122,SBc? sp;LINER  HII,SBc? sp;LINER  HII,0.007725,0.0804,SP,?,TRUE,FALSE,2116,"2044, 2162",105pm8,2.21E13 pm 1.89E12,41.8pm 1.4,Lya,"STIS only, center is 2103 ; p : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1211+143,4933,x,0,"('183.57375', '14.05361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0804,SP,FALSE,FALSE,FALSE,4933,"4870, 4970",150pm6,3.60E13 pm 1.95E12,33.5pm 2.9,Lya,"center is 4920, blended with Lya:5033 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1211+143,5011,x,0,"('183.57375', '14.05361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0804,SP,FALSE,FALSE,FALSE,5011,"4964, 5106",234pm7,5.97E13 pm 2.40E12,44.4pm 3.5,Lya,"center is 5035, blended with Lya:4920 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1211+143,6606,SDSSJ121430.17+141512.6,1,"('183.57375', '14.0536111111')","(183.62574, 14.25351)",0.000115127,2.60E-14,116.7006809,62.80375785,351.1716253,x,6929.5,6630,24,97.59845259,x,15.8,3.8,76.1,40,25.8,0,x,x,x,x,x,0.022114,0.0804,SP,?,FALSE,FALSE,6606,"6554, 6660",98pm6,2.17E13 pm 1.51E13,31.0pm 2.3,Lya,center is 6607 : VIRIAL AND CUSTOM INCLUDE MISMATCH : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1211+143,6989,SDSSJ121430.17+141512.6,1,"('183.57375', '14.0536111111')","(183.62574, 14.25351)",4.66E-06,1.05E-15,116.7006809,62.80375785,351.1716253,x,6929.5,6630,-359,97.59845259,x,15.8,3.8,76.1,40,25.8,0,x,x,x,x,x,0.022114,0.0804,SP,?,FALSE,FALSE,6989,"6942, 7056",131pm6,3.01E13 pm 1.62E12,33.3pm 2.6,Lya,center is 6999 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1211+143,7735,SDSSJ121352.97+141312.4,1,"('183.57375', '14.0536111111')","(183.47074, 14.22013)",6.74E-09,6.99E-45,91.46877343,36.98149537,368.0506178,x,7710.5,7411,-324,108.5978983,x,11.1,7.2,49.5,20,51,0,x,x,x,x,x,0.024722,0.0804,SP,?,FALSE,FALSE,7735,"7634, 7850",156pm8,3.27E13 pm 1.79E12,66.2pm 2.9,Lya,center is 7742 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1216+069,1903,NGC4260,28,"('184.837083333', '6.64388888889')","(184.84267, 6.09868)",0.030796046,0.045486853,208.3540511,221.4224379,384.4538181,x,2255.7,1958,55,40.4,x,36.6,17.6,61.3,45,45.6,NGC4260,.SBS1..,59.9,58,SB(s)a;Sy      LINER,SB(s)a;Sy      LINER,0.006531,0.3313,SP,?,FALSE,TRUE,1903,"1461, 2345",2269pm33,1.11E15 pm 2.79E13,230.0pm 3.6,"d:Lya, Lya","DLA, bit far away, 1125, 1449, 2971, and 3040 Lya and AGN-Ly series markers over nothing, near NGC4260 & many other galaxies, center is 1903; p : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1216+069,3813,SDSSJ121903.72+063342.9,1,"('184.837083333', '6.64388888889')","(184.76552, 6.56194)",0.089557146,2.82E-12,71.06873748,21.36663287,110.1652166,x,4131,3833,20,58.18263304,x,7.7,3.7,61.3,156,64.9,0,x,x,x,x,x,0.012787,0.3313,SP,?,TRUE,FALSE,3813,"3692, 3934",360pm10,9.78E13 pm 3.17E12,62.7pm 2.3,"Lya, d:Lya","Lya labeled at 3775, 3812, d:Lya labeled at 3797, center is 3797 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1216+069,5674,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,SP,FALSE,FALSE,FALSE,5674,"5620, 5756",136pm8,2.92E13 pm 1.85E12,47.4pm 2.3,d:Lya,"d:Lya labeled at 5674, blended with Clll - not likely, there are no other metal lines in this system, center is 5688 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1216+069,7178,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,SP,FALSE,FALSE,FALSE,7178,"7104, 7252",159pm8,3.69E13 pm 2.08E12,42.1pm 2.4,"Lya, d:Lya","Lya labeled at 7178, d:Lya at 7176, center is 7178 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,1313,MCG-02-34-006,5,"('196.3875', '-10.5555555556')","(197.44792, -10.32)",6.33E-05,2.17E-11,132.056154,82.16610615,404.9234113,x,1480.7,1210,-103,21.700001,x,18.9,15.8,33.6,x,x,0,x,x,x,SAB(s)d:       Sy2,SAB(s)d:       Sy2,0.004037,0.2784,SP,?,FALSE,FALSE,1313,"1242, 1394",322pm7,1.22E14 pm 4.52E12,35.8pm 2.4,"Lya, d:Lya","Lya labeled at 1313, d:Lya at 1314, center is 1318 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1302-102,3448,NGC4939,1,"('196.3875', '-10.5555555556')","(196.05996, -10.33961)",0.016237831,0.049640766,235.4681607,288.883113,264.7641822,x,3381.8,3110,-338,39.118,x,43.7,30.1,46.4,5,61.2,NGC4939,.SAS4..,59.1,10,SA(s)bc        Sy2,SA(s)bc        Sy2,0.010374,0.2784,SP,?,TRUE,TRUE,3448,"3402, 3492",71pm5,1.47E13 pm 1.24E12,29.7pm 2.5,"d:Lya, OVI","marked both d:Lya at 3447 and OVI at 3448 - definitely could be OVI, but there's no OVIb, center is 3447; p : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1302-102,5683,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5683,"5635, 5745",46pm6,9.10E12 pm 1.19E12,37.7pm 2.9,"Lya, d:NV","Lya labeled at 5683, d:NV at 5694, center is 5690 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,5856,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5856,"5820, 5892",54pm4,1.11E13 pm 9.80E11,24.7pm 1.9,d:Lya,"weak, center is 5856 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,5972,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,5972,"5945, 5999",29pm4,5.71E12 pm 8.30E11,18.6pm 2.1,d:Lya,"MgII labeled at 5981.5, center is 5972 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,6092,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,6092,"6026, 6150",37pm6,7.13E12 pm 1.22E12,43.6pm 2.5,d:Lya,"MgII labeled at 6097.3, d:Lya labeled at 6098, center is 6088 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,6597,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,6597,"6558, 6636",58pm5,1.20E13 pm 1.06E12,26.8pm 1.7,"Lya, d:Lya","Lya labeled at 6597, d:Lya at 6572, AGN-Ol labeled at 6559.6, center is 6597 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,7576,PKS1302-102:[CPC2008]1027,1,"('196.3875', '-10.5555555556')","(196.49167, -10.41389)",-99,-99,-99,-99,336.4557615,x,7829.3,7558,-18,110.2720804,x,x,x,x,x,x,0,x,x,x,x,x,0.02521,0.2784,SP,?,FALSE,FALSE,7576,"7542, 7610",37pm4,7.57E12 pm 8.99E11,21.2pm 2.7,"Lya, d:Lya","Lya labeled at 7576, d:Lya at 7573, center is 7576 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1302-102,9856,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,FALSE,FALSE,FALSE,9856,"9825, 9885",35pm4,6.98E12 pm 8.36E11,21.5pm 1.8,d:Lya,"d:Lya labeled at 9837, SII labeled 9766, center is 9855 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1626+554,8263,x,0,"('246.98417', '55.37556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.133,SP,FALSE,FALSE,FALSE,8263,"8210, 8296",70pm5,1.47E13 pm 1.22E12,27.2pm 2.3,"d:Lya, Lya","d:Lya labeled at 8246, Lya at 8263 _ I measure 8253, no galaxy within 2000 kpc and 1000 km/s : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PKS2005-489,4967,x,0,"('302.35583', '-48.83139')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.071,SP,FALSE,FALSE,FALSE,4967,"4885, 5023",280pm6,8.15E13 pm 2.59E12,41.4pm 2.6,done,center is 4954. several galaxies with b>500 kpc : NO GALAXIES : NO GALAXIES : NO GALAXIES
PKS2005-489,5070,x,0,"('302.35583', '-48.83139')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.071,SP,FALSE,FALSE,FALSE,5070,"5016, 5156",315pm6,1.18E14 pm 3.75E12,35.6pm 3.3,done,center is 5086. several galaxies with b>500 kpc : NO GALAXIES : NO GALAXIES : NO GALAXIES
RBS1795,1795,HIPASSJ2320-41,1,"('328.7125', '-44.2347222222')","(350.20458, -41.73083)",2.44E-288,0,10.77182534,0.353553391,277.049789,x,1369.2,1623,-172,1,x,0.5,0.4,34.6,x,x,ESO347-G08,.SBS9..,33.7,-99,SAB(s)m,SAB(s)m,0.005414,0.344,SP,?,FALSE,FALSE,1795,"1785, 1899",36pm7,6.98E12 pm 1.41E12,47.9pm 2.6,"d:Lya, Lya","center is 1842, very weak : NO GALAXIES : ONLY 1 GALAXY : ONLY 1 GALAXY"
RBS1795,3593,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,3593,"3550, 3624",35pm5,6.83E12 pm 1.05E12,29.7pm 1.8,"d:Lya, OVI","weak, I don't believe the OVI label, no galaxies within 2000kpc and 1000 km/s, center is 3587 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1795,7923,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,7923,"7890, 7942",16pm4,3.13E12 pm 8.26E11,18.8pm 2.3,d:Lya,"center is 7916, extremely weak, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1795,8103,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,8103,"8057, 8155",61pm5,1.25E13 pm 1.17E12,31.0pm 2.6,"d:Lya,Lya","group of large galaxies with 1000<b<2000kpc at this velocity, center is 8106 : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1795,9038,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,9038,"8992, 9080",96pm5,2.12E13 pm 1.19E12,27.7pm 1.8,"d:Lya, Lya","center is 9036, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1795,9517,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,9517,"9500, 9538",18pm3,3.55E12 pm 6.98E11,13.4pm 2.3,Lya,center is 9518 : NO GALAXIES : NO GALAXIES : NO GALAXIES
RBS1795,10154,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,10154,"10105, 10203",57pm5,1.15E13 pm 1.15E12,33.5pm 2.1,"d:Lya, Lya", : NO GALAXIES : NO GALAXIES : NO GALAXIES
RBS2070,8966,MCG-05-01-020,7,"('359.7825', '-30.6275')","(359.90754, -30.65583)",0.246032092,0.256658615,200.4298993,203.5233058,237.2931127,x,8677,8961,-5,122.2119212,x,34.6,18.7,57.3,115,10.2,0,x,x,x,E,E,0.029891,0.165,NP,?,FALSE,FALSE,8966,"8832, 9110",777pm10,4.11E14 pm 1.91E13,76.8pm 1.8,Lya,"center is 8971, 2dFGRSS357Z063 appears to be another name for the same galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,1339,UGC03739,3,"('108.650833333', '74.1363888889')","(109.13343, 75.74151)",6.04E-30,0,58.44741601,13.96824971,475.1155481,x,1200.5,1120,-219,16.9081605,x,5.8,4.5,38.7,x,x,UGC3739,.I..9*.,39.1,-99,Im:,Im:,0.003736,0.371,SP,?,FALSE,FALSE,1339,"1322, 1374",24pm8,4.64E12 pm 1.66E12,18.7pm 2.7,done,"very weak, center is 1348 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,2555,UGC03730NED02,3,"('108.650833333', '74.1363888889')","(108.58467, 73.47342)",4.75E-07,2.84E-19,123.2444344,70.7121701,458.0269233,x,2809.4,2728,173,39.56875494,x,17.1,10.9,50.2,5,3.4,UGC3730,.RING..,58.3,165,Ring,Ring,0.0091,0.371,SP,?,FALSE,FALSE,2555,"2522, 2588",28pm7,5.46E12 pm 1.45E12,23.8pm 3.5,done,"weak, center is 2555 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,2649,UGC03730NED02,3,"('108.650833333', '74.1363888889')","(108.58467, 73.47342)",8.59E-07,5.14E-19,123.2444344,70.7121701,458.0269233,x,2809.4,2728,79,39.56875494,x,17.1,10.9,50.2,5,3.4,UGC3730,.RING..,58.3,165,Ring,Ring,0.0091,0.371,SP,?,FALSE,FALSE,2649,"2596, 2714",106pm9,2.26E13 pm 2.12E12,40.0pm 2.0,done,center is 2655 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J0714.5+7408,4074,UGC03717,1,"('108.650833333', '74.1363888889')","(108.31017, 73.84314)",0.119300158,0.12905543,201.6273975,206.1760146,270.602644,x,4268.8,4188,114,50.35,x,34.9,16.8,61.3,115,82.6,UGC3717,.S..4..,68.7,103,Sbc,Sbc,0.01397,0.371,SP,?,TRUE,TRUE,4074,"4030, 4114",58pm7,1.18E13 pm 1.65E12,29.0pm 2.0,done,center is 4072 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
RX_J0714.5+7408,4264,UGC03717,1,"('108.650833333', '74.1363888889')","(108.31017, 73.84314)",0.142899653,0.154584674,201.6273975,206.1760146,270.602644,x,4268.8,4188,-76,50.35,x,34.9,16.8,61.3,115,82.6,UGC3717,.S..4..,68.7,103,Sbc,Sbc,0.01397,0.371,SP,?,TRUE,TRUE,4264,"4164, 4354",410pm9,1.70E14 pm 7.19E12,43.8pm 2.6,done,"very likely Lya, but not yet fully identified, center is 4259 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
