AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
RX_J1330.8+3119,7401,UGC08492,4,"('202.721666667', '31.3255555556')","(202.52721, 31.38811)",0.066731961,0.080562365,204.0128691,211.5156614,335.4039983,x,7689.2,7414,13,108.2987054,x,35.5,34.1,16.2,70,40.6,UGC8492,.S?....,12.2,-99,S0,S0,0.02473,0.241,DG,TRUE,FALSE,TRUE,7401,"7325, 7497",330pm15,1.09E14 pm 7.83E12,45.6pm 2.3,f:Lya,"f:Lya labeled at 7401, center is 7411. Somewhat ambiguous, and totally face on (can't determine azimuth). UGC08498 is b = 580, and is huge : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1356.4+2515,9186,IC4349,4,"('209.106666667', '25.2563888889')","(208.94309, 25.1519)",0.04011607,0.129608473,243.2188215,309.9546935,424.8994018,x,9540.7,9267,81,134.3754189,x,45.8,22.9,60,120,65.2,0,x,x,x,x,x,0.030913,,,FALSE,FALSE,TRUE,9186,"9115, 9243",276pm15,9.15E13 pm 8.51E12,36.2pm 2.3,Lya,center is 9179 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J1356.4+2515,9285,IC4349,4,"('209.106666667', '25.2563888889')","(208.94309, 25.1519)",0.046885198,0.151478418,243.2188215,309.9546935,424.8994018,x,9540.7,9267,-18,134.3754189,x,45.8,22.9,60,120,65.2,0,x,x,x,x,x,0.030913,,,FALSE,FALSE,TRUE,9285,"9242, 9318",110pm13,2.52E13 pm 3.74E12,29.2pm 1.5,Lya,center is 9280 : VIRIAL VS CUSTOM RESULT MISMATCH
RX_J1356.4+2515,8475,CGCG132-055,3,"('209.106666667', '25.2563888889')","(209.03878, 25.19546)",0.32631083,0.352495614,205.9912275,216,190.2105714,x,8944.4,8671,196,125.9781177,x,36,29.5,34.9,20,25.2,0,x,x,x,E/S0,E/S0,0.028923,,,TRUE,TRUE,TRUE,8475,"8402, 8528",126pm18,2.69E13 pm 4.33E12,45.8pm 1.8,Lya,center is 8465
RX_J1503.2+6810,10122,CGCG318-012,1,"('225.81875', '68.1683333333')","(225.56167, 68.26181)",0.00756745,0.030958054,249.7749021,328.4055054,325.4437708,x,9911.8,9765,-357,139.60269,x,47.6,30.5,50.2,135,0.6,0,x,x,x,x,x,0.032573,0.114,SP,TRUE,FALSE,TRUE,10122,"10080, 10170",44pm14,8.89E12 pm 2.98E12,29.4pm 5.1,Lya,center is 10127 : NEEDS TO BE IDENTIFIED : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
RX_J1544.5+2827,9642,CGCG166-047,2,"('236.127083333', '28.4655555556')","(235.98894, 28.52408)",0.031360388,0.010080137,175.324639,152.1483651,326.2079565,x,9845.9,9646,4,138.6747465,x,28.5,21.1,42.3,55,60.7,0,x,x,x,SBa            Sy2,SBa            Sy2,0.032176,,,TRUE,TRUE,TRUE,9642,"9577, 9695",183pm14,4.81E13 pm 4.50E12,33.8pm 2.4,Lya,center is 9636
RX_J1544.5+2827,9759,CGCG166-047,2,"('236.127083333', '28.4655555556')","(235.98894, 28.52408)",0.022799089,0.007328287,175.324639,152.1483651,326.2079565,x,9845.9,9646,-113,138.6747465,x,28.5,21.1,42.3,55,60.7,0,x,x,x,SBa            Sy2,SBa            Sy2,0.032176,,,TRUE,TRUE,FALSE,9759,"9702, 9794",169pm12,4.32E13 pm 3.99E12,32.4pm 2.0,Lya,center is 9748 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J2043.1+0324,4080,NGC6954,1,"('310.775833333', '3.41388888889')","(311.01325, 3.20944)",0.037317421,0.006935446,165.8706194,134.8756724,300.5907896,x,3906.5,4067,-13,55.0217401,x,26.3,15.3,54.5,65,65.8,NGC6954,.LA.+?.,51.9,68,SA0+?,SA0+?,0.013566,,,TRUE,TRUE,FALSE,4080,"4033, 4127",82pm10,1.73E13 pm 2.44E12,33.5pm 1.8,Lya,center is 4080 : ONLY 1 GALAXY
RX_J2139.7+0246,4083,UGC11785,1,"('324.934166667', '2.76805555556')","(324.8615, 2.82711)",1.506805142,1.531061983,202.821709,208.8401494,107.5396145,x,3860,4074,-9,65.85,x,35.2,6.3,79.6,60,69.1,UGC11785,.S..6?/,82.6,61,Sd,Sd,0.013589,,,TRUE,TRUE,TRUE,4083,"3977, 4123",490pm7,2.38E14 pm 1.28E13,50.1pm 3.1,Lya,center is 4050 : ONLY 1 GALAXY
RX_J2139.7+0246,4181,UGC11785,1,"('324.934166667', '2.76805555556')","(324.8615, 2.82711)",1.134045819,1.152301908,202.821709,208.8401494,107.5396145,x,3860,4074,-107,65.85,x,35.2,6.3,79.6,60,69.1,UGC11785,.S..6?/,82.6,61,Sd,Sd,0.013589,,,TRUE,TRUE,TRUE,4181,"4121, 4281",529pm7,2.65E14 pm 1.39E13,54.2pm 3.6,Lya,center is 4201 : ONLY 1 GALAXY
SBS0957+599,9469,MCG+10-14-058,2,"('150.260833333', '59.7375')","(150.2715, 59.824)",1.045768855,1.409623601,261.2437815,362.0725231,206.1666703,x,9677.2,9501,32,136.2981995,x,50.8,16.3,71.3,165,18.6,0,x,x,x,x,x,0.031692,,,TRUE,TRUE,TRUE,9469,"9428, 9518",78pm12,1.64E13 pm 2.88E12,31.2pm 4.0,Lya,center is 9473
SBS1503+570,706,NGC5907,15,"('226.231666667', '56.8222222222')","(228.97404, 56.32877)",0.091562028,0.765125356,294.7210858,470.5795629,452.0596491,x,843,667,-39,16.3,x,60.5,6.6,83.7,x,46.8,NGC5907,.SAS5*/,83.7,155,SA(s)c: sp     HII:,SA(s)c: sp     HII:,0.002225,0.3589,SP,FALSE,FALSE,TRUE,706,"631, 757",302pm24,9.17E13 pm 1.24E13,42.1pm 1.7,Lya,"Lya marked 705, center is 694 ; ambiguous = other nearby large galaxies: NGC5866, KUG1513+566, NGC5879 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SBS1537+577,3279,NGC5987,4,"('234.541666667', '57.6036111111')","(234.98904, 58.07953)",0.022419712,0.173895038,322.0594318,570.666866,454.1825595,x,3170,3010,-269,48.9,x,68.8,29.6,64.5,60,33.3,NGC5987,.S..3..,71.6,165,Sb,Sb,0.01004,0.0734,SP,FALSE,FALSE,TRUE,3279,"3174, 3380",358pm30,9.55E13 pm 1.07E13,64.4pm 2.7,Lya,center is 3277 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ021218.32-073719.8,4756,SDSSJ021315.79-073942.7,5,"('33.07625', '-7.62222222222')","(33.31582, -7.66188)",0.08973205,0.039895449,174.4747724,150.5496164,268.1767084,x,4531.8,4800,44,63.82800065,x,28.3,18.1,50.2,109,9.5,MCG-1-6-70,PSBT1..,40.7,-99,x,x,0.016011,,,TRUE,TRUE,TRUE,4756,"4624, 4804",528pm15,2.24E14 pm 1.62E13,56.7pm 2.9,f:Lya,center is 4714
SDSSJ021218.32-073719.8,4833,SDSSJ021315.79-073942.7,5,"('33.07625', '-7.62222222222')","(33.31582, -7.66188)",0.091652386,0.040749242,174.4747724,150.5496164,268.1767084,x,4531.8,4800,-33,63.82800065,x,28.3,18.1,50.2,109,9.5,MCG-1-6-70,PSBT1..,40.7,-99,x,x,0.016011,,,TRUE,FALSE,TRUE,4833,"4804, 4994",500pm17,2.03E14 pm 1.53E13,58.3pm 2.9,f:Lya,center is 4899 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ080838.80+051440.0,8740,UGC04239,2,"('122.161666667', '5.24444444444')","(121.99208, 5.20667)",0.156372323,0.866011773,278.7260738,416.8226385,378.3176864,x,8893.1,8763,23,125.2551175,x,55.8,40.2,43.9,115,37.6,0,x,x,x,S,S,0.02923,0.361,RT,TRUE,TRUE,TRUE,8740,"8560, 8876",883pm24,3.38E14 pm 2.10E13,92.6pm 2.1,done,center is 8718
SDSSJ080838.80+051440.0,8927,UGC04239,4,"('122.161666667', '5.24444444444')","(121.99208, 5.20667)",0.080887949,0.447968763,278.7260738,416.8226385,378.3176864,x,8893.1,8763,-164,125.2551175,x,55.8,40.2,43.9,115,37.6,0,x,x,x,S,S,0.02923,0.361,RT,TRUE,FALSE,TRUE,8927,"8870, 8974",130pm19,3.37E13 pm 5.54E12,25.6pm 4.4,done,center is 8922 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ091728.60+271951.0,7141,UGC04895,2,"('139.369166667', '27.3308333333')","(139.20608, 27.4896)",0.016575189,0.02225132,204.4092283,212.4100186,408.0127169,x,7279,7073,-68,108.8,x,35.6,18.5,58.7,170,32.4,UGC4895,.S..3..,69.7,163,Sb,Sb,0.023593,,,TRUE,TRUE,TRUE,7141,"7004, 7230",374pm23,9.27E13 pm 7.33E12,76.5pm 2.4,Lya,center is 7117
SDSSJ091728.60+271951.0,7282,UGC04895,2,"('139.369166667', '27.3308333333')","(139.20608, 27.4896)",0.006243132,0.008381076,204.4092283,212.4100186,408.0127169,x,7279,7073,-209,108.8,x,35.6,18.5,58.7,170,32.4,UGC4895,.S..3..,69.7,163,Sb,Sb,0.023593,,,FALSE,FALSE,FALSE,7282,"7230, 7346",279pm14,9.48E13 pm 8.91E12,33.7pm 2.6,Lya,center is 7288 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ112224.10+031802.0,1049,NGC3640,8,"('170.600416667', '3.30055555556')","(170.27854, 3.23483)",0.397718827,0.342979333,179.9663384,161.0414108,138.825941,x,1534.7,1251,202,24.25,x,29.6,23.7,36.9,100,21.6,NGC3640,.E.3...,37.4,100,E3,E3,0.004173,,,TRUE,FALSE,TRUE,1049,"977, 1111",288pm30,8.30E13 pm 1.38E13,40.9pm 2.5,Lya,center is 1044 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ112224.10+031802.0,1264,NGC3640,14,"('170.600416667', '3.30055555556')","(170.27854, 3.23483)",1.098411465,0.947233085,179.9663384,161.0414108,138.825941,x,1534.7,1251,-13,24.25,x,29.6,23.7,36.9,100,21.6,NGC3640,.E.3...,37.4,100,E3,E3,0.004173,,,TRUE,TRUE,TRUE,1264,"1180, 1360",424pm27,1.35E14 pm 1.54E13,54.7pm 2.4,Lya,center is 1270
SDSSJ130524.30+035731.0,7039,UGC08186,1,"('196.35125', '3.95861111111')","(196.49433, 3.95644)",0.824462604,1.278738894,268.2979823,383.6638529,248.6567512,x,7298.1,7006,-33,99.8,x,52.8,12.7,76.1,105,14.1,0,x,x,x,Scd(f),Scd(f),0.023369,,,TRUE,TRUE,TRUE,7039,"6935, 7155",480pm14,1.84E14 pm 1.10E13,54.6pm 2.5,Lya,center is 7045 : ONLY 1 GALAXY
SDSSJ135726.27+043541.4,1124,NGC5364,20,"('209.359166667', '4.59472222222')","(209.05, 5.01447)",0.667429541,0.740509024,210.7048967,226.8895061,183.1125727,x,1516.4,1241,117,20.15,x,37.2,21.2,55.2,48,84.3,NGC5364,.SAT4P.,49.8,30,SA(rs)bc pec   HII,SA(rs)bc pec   HII,0.00414,,,TRUE,TRUE,TRUE,1124,"1095, 1161",85pm11,1.95E13 pm 2.93E12,23.0pm 2.3,Lya,center is 1128
SDSSJ135726.27+043541.4,1296,NGC5364,18,"('209.359166667', '4.59472222222')","(209.05, 5.01447)",0.871341369,0.96674796,210.7048967,226.8895061,183.1125727,x,1516.4,1241,-55,20.15,x,37.2,21.2,55.2,48,84.3,NGC5364,.SAT4P.,49.8,30,SA(rs)bc pec   HII,SA(rs)bc pec   HII,0.00414,,,TRUE,TRUE,TRUE,1296,"1264, 1324",98pm9,2.37E13 pm 2.75E12,21.1pm 1.4,Lya,center is 1294
SDSSJ140428.30+335342.0,7884,KUG1402+341,2,"('211.117916667', '33.895')","(211.12182, 33.95337)",1.390172539,1.420800101,203.6161637,210.6225629,117.5156913,x,8177.5,7919,35,115.175796,x,35.4,12.7,68.9,120,63.2,0,x,x,x,Spiral,Spiral,0.026415,0.549,RT,TRUE,FALSE,TRUE,7884,"7745, 8023",889pm28,2.82E14 pm 2.03E13,93.4pm 1.2,working,center is 7884. SDSSJ140425.82+335552.8 is probably a large satellite galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
TON1009,1961,NGC2770,4,"('137.275416667', '32.6086111111')","(137.39045, 33.12353)",0.164986392,0.188422559,204.4092283,212.4100186,274.0145373,x,2143.1,1947,-14,29.967,x,35.6,7.3,78.1,x,42.7,NGC2770,.SAS5*.,72.4,148,SA(s)c:,SA(s)c:,0.006494,0.809,RT,TRUE,TRUE,TRUE,1961,"1854, 2048",350pm21,1.05E14 pm 8.11E12,55.0pm3.5,Lya,"Lya labeled at 1961 _ I measure 1951, looks blended"
