AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
3C351.0,5192,x,0,"('256.1725', '60.74194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3719,SP,FALSE,FALSE,FALSE,5192,"5118, 5266",206pm11,5.12E13 pm 3.33E12,44.5pm 2.7,yes,Lya labeled at 5192. SDSSJ170349.45+601806.1 at b=589kpc : NO GALAXIES
3C351.0,7160,SDSSJ170325.13+603944.4,1,"('256.1725', '60.74194')","(255.85472, 60.66234)",0.000322985,3.82E-12,116.1905373,62.20846405,314.6773872,x,7327.7,167.7,103.2071228,x,15.7,11.3,43.9,87,24.1,0,x,x,x,x,x,0.024078,0.3719,SP,?,TRUE,TRUE,7160,"7104, 7216",63pm11,1.29E13 pm 2.43E12,32.8pm 6.2,yes,"Lya labeled at 7192, I measure 7160 : ONLY 1 GALAXY"
HE1228+0131,1495,NGC4517,12,"('187.70833', '1.25583')","(188.18996, 0.11503)",0.263773766,0.246275774,193.1759035,187.8498124,211.0427507,x,1420.4,-74.6,9.765,x,32.8,4.1,82.7,x,74.1,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,0.117,SP,?,TRUE,TRUE,1495,"1440, 1550",144pm3,3.60E13 pm 7.74E11,29.0pm 3.5,"d:Lya,Lya","d:Lya & Lya labeled at 1988 - I measure 1495 center, near NGC4517, 3C273.0; p"
HE1228+0131,1575,NGC4517,12,"('187.70833', '1.25583')","(188.18996, 0.11503)",0.166782704,0.155718819,193.1759035,187.8498124,211.0427507,x,1420.4,-154.6,9.765,x,32.8,4.1,82.7,x,74.1,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,0.117,SP,?,TRUE,TRUE,1575,"1550, 1600",20pm2,3.86E12 pm 4.10E11,19.7pm 1.7,d:Lya,"d:Lya labeled at 1556 - I measure 1575, weak near NGC4517A, 3C273.0; p"
HE1228+0131,1707,NGC4517,15,"('187.70833', '1.25583')","(188.18996, 0.11503)",0.038889792,0.036309955,193.1759035,187.8498124,211.0427507,x,1420.4,-286.6,9.765,x,32.8,4.1,82.7,x,74.1,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,0.117,SP,?,TRUE,TRUE,1707,"1600, 1814",598pm3,3.10E14 pm 3.61E12,56.2pm 1.9,"d:Lya, Lya","d:Lya near to Lya:1854(1575), near NGC4517, 3C273.0; p"
HE1228+0131,1860,NGC4536,12,"('187.70833', '1.25583')","(188.61271, 2.18814)",0.010474365,0.010394413,197.6231383,197.3783651,347.2467113,x,2102.6,242.6,15.321,x,33.9,14.3,65.1,x,85.9,NGC4536,.SXT4..,64.7,130,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031,0.117,SP,FALSE,FALSE,FALSE,1860,"1814, 1906",68pm3,1.39E13 pm 5.91E11,33.3pm 3.2,d:Lya,"d:Lya labeled at 1854 - I measure 1860, near to with Lya:1709, near both NGC4517A and NGC4536, 3C273.0; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE1228+0131,2311,NGC4536,10,"('187.70833', '1.25583')","(188.61271, 2.18814)",0.015402592,0.015285023,197.6231383,197.3783651,347.2467113,x,2102.6,-208.4,15.321,x,33.9,14.3,65.1,x,85.9,NGC4536,.SXT4..,64.7,130,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031,0.117,SP,?,TRUE,TRUE,2311,"2222, 2400",343pm3,1.27E14 pm 1.44E12,38.9pm 2.5,"d:Lya, Lya","near UGC07625 and IC3474, 3C273.0; p"
HE1228+0131,5000,x,0,"('187.70833', '1.25583')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.117,SP,FALSE,FALSE,FALSE,5000,"4942, 5058",20pm3,3.81E12 pm 5.19E11,41.4pm 2.7,d:Lya,"d:Lya labeled at 4991, I measure 5000, very weak : NO GALAXIES"
HE1228+0131,7560,SDSSJ123136.64+012054.2,2,"('187.70833', '1.25583')","(187.90271, 1.3484)",3.96E-08,2.42E-36,98.18259962,43.13776768,387.0525122,x,7314.8,-245.2,103.0258123,x,12.3,7.6,51.7,83,18.5,0,x,x,x,x,x,0.023418,0.117,SP,FALSE,FALSE,TRUE,7560,"7498, 7622",63pm3,1.28E13 pm 5.77E11,36.1pm 2.6,d:Lya,"d:Lya labeled at 7551, I measure 7560 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE1228+0131,9239,2MASXJ12303439+0116243,1,"('187.70833', '1.25583')","(187.64345, 1.27345)",0.006316704,0.000346985,126.7038471,75.09828227,158.8300695,x,9612.8,373.8,135.3912178,x,17.8,15.7,28.3,45,60.2,0,x,x,x,x,x,0.031084,0.117,SP,?,TRUE,TRUE,9239,"9140, 9308",249pm3,6.04E13 pm 7.84E11,53.1pm 2.2,"Lya, d:Lya","Lya labeled at 9239, d:Lya at 9235 _ I measure 9224, far away, but the only galaxy in field : ONLY 1 GALAXY"
3C273.0,1013,SDSSJ122815.96+014944.1,8,"('187.27792', '2.05222')","(187.0665, 1.82892)",0.003414189,3.54E-84,41.24838513,6.547900427,90.56332769,x,1198.4,185.4,16.87858892,x,3.5,1.8,59.3,40,3.4,0,x,x,x,x,x,0.003015,0.1583,SP,?,TRUE,FALSE,1013,"910, 1116",376pm3,1.33E14 pm 1.07E12,44.5pm 2.3,Lya,"strong, I measure center at 1010, near NGC4536 - see Lya:1582; p : VIRIAL VS CUSTOM RESULT MISMATCH"
3C273.0,1013,NGC4457,8,"('187.27792', '2.05222')","(187.24588, 3.57058)",1.63E-08,4.19E-30,111.0322041,56.36065117,461.2090304,x,1178,165,17.4,x,14.7,10,47.2,75,76.2,NGC4457,RSXS0..,31.7,-99,(R)SAB(s)0/a   LINER,(R)SAB(s)0/a   LINER,0.002942,0.1583,SP,?,FALSE,TRUE,1013,"910, 1116",376pm3,1.33E14 pm 1.07E12,44.5pm 2.3,Lya,"strong, I measure center at 1010, near NGC4536 - see Lya:1582; p : VIRIAL VS CUSTOM RESULT MISMATCH"
3C273.0,1582,NGC4517,12,"('187.27792', '2.05222')","(188.18996, 0.11503)",0.014682711,0.01195875,193.1759035,187.8498124,364.9041481,x,1420.4,-161.6,9.765,x,32.8,4.1,82.7,x,71.8,NGC4517,.SAS6*/,81.5,83,SA(s)cd: sp    HII,SA(s)cd: sp    HII,0.003764,0.1583,SP,?,TRUE,TRUE,1582,"1482, 1720",375pm3,1.44E14 pm 1.09E12,44.3pm 2.7,Lya,"UGC07612 also nearby, double labels, center is 1601, originally yes - changed to no on 6/18/15; p"
3C273.0,2156,NGC4536,11,"('187.27792', '2.05222')","(188.61271, 2.18814)",0.034644681,0.034362844,197.6231383,197.3783651,358.5279206,x,2102.6,-53.4,15.321,x,33.9,14.3,65.1,x,45.8,NGC4536,.SXT4..,64.7,130,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031,0.1583,SP,FALSE,FALSE,FALSE,2156,"2088, 2248",57pm2,1.09E13 pm 5.00E11,61.1pm 2.7,"Lya, d:INSTR","weak, center is 2168, double labels; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C273.0,2298,NGC4536,9,"('187.27792', '2.05222')","(188.61271, 2.18814)",0.014323538,0.014207015,197.6231383,197.3783651,358.5279206,x,2102.6,-195.4,15.321,x,33.9,14.3,65.1,x,45.8,NGC4536,.SXT4..,64.7,130,SAB(rs)bc;HII  Sbrst,SAB(rs)bc;HII  Sbrst,0.006031,0.1583,SP,FALSE,FALSE,FALSE,2298,"2248, 2344",31pm2,5.99E12 pm 3.51E11,36.4pm 1.9,"Lya, d:INSTR","weak, center is 2296, double labels; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
3C273.0,7862,x,0,"('187.27792', '2.05222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1583,SP,FALSE,FALSE,FALSE,7862,"7810, 7912",42pm1,8.34E12 pm 3.04E11,30.9pm 2.9,"Lya, d:Lya",center is 7861 : NO GALAXIES
3C273.0,8832,SDSSJ122840.21+015426.8,1,"('187.27792', '2.05222')","(187.16757, 1.90745)",3.92E-20,3.67E-288,61.87924115,15.8128745,406.3250542,x,9082.5,250.5,127.9219116,x,6.3,5.6,28.1,x,x,0,x,x,x,x,x,0.029314,0.1583,SP,?,TRUE,TRUE,8832,"8738, 8922",139pm2,2.96E13 pm 4.10E11,51.9pm 2.1,"Lya, d:Lya",center is 8830 : ONLY 1 GALAXY
3C273.0,9837,SDSSJ122830.42+020630.6,1,"('187.27792', '2.05222')","(187.12675, 2.1085)",7.22E-09,1.11E-37,99.28140373,44.19417382,401.98895,x,10143.7,306.7,142.8684023,x,12.5,10.8,29.9,x,x,0,x,x,x,x,x,0.032853,0.1583,SP,?,TRUE,TRUE,9837,"9782, 9884",40pm2,7.77E12 pm 3.14E11,30.9pm 2.8,"Lya, d:Lya",center is 9833 : ONLY 1 GALAXY
PG1626+554,8253,x,0,"('246.98417', '55.37556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.133,SP,FALSE,FALSE,FALSE,8253,"8210, 8296",70pm5,1.47E13 pm 1.22E12,27.2pm 2.3,d:Lya,"d:Lya labeled at 8263 _ I measure 8253, no galaxy within 2000 kpc and 1000 km/s : NO GALAXIES"
PG1307+085,7286,CGCG072-007,2,"('197.44583', '8.32972')","(197.31227, 8.53172)",0.003738611,0.002774727,193.1759035,187.8498124,439.8537278,x,7413.2,127.2,104.411924,x,32.8,21,50.2,10,43.2,0,x,x,x,x,x,0.023746,0.155,SP,?,TRUE,TRUE,7286,"7245, 7327",64pm7,1.35E13 pm 1.66E12,28.0pm 2.4,d:Lya,"d:Lya labeled at 7279 - I measure 7286, companion galaxy SDSSJ130918.61+083008.; p"
PG1307+085,3579,x,0,"('197.44583', '8.32972')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.155,SP,FALSE,FALSE,FALSE,3579,"3550, 3608",33pm6,6.68E12 pm 1.38E12,19.6pm 2.6,d:Lya,d:Lya labeled at 3570. No galaxy with b<500kpc : NO GALAXIES
PKS2005-489,4967,x,0,"('302.35583', '-48.83139')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.071,SP,FALSE,FALSE,FALSE,4967,"4885, 5023",280pm6,8.15E13 pm 2.59E12,41.4pm 2.6,done,center is 4954. several galaxies with b>500 kpc : NO GALAXIES
PKS2005-489,5070,x,0,"('302.35583', '-48.83139')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.071,SP,FALSE,FALSE,FALSE,5070,"5016, 5156",315pm6,1.18E14 pm 3.75E12,35.6pm 3.3,done,center is 5086. several galaxies with b>500 kpc : NO GALAXIES
CSO395,966,UGC07125,15,"('182.81083', '36.96083')","(182.17638, 36.80275)",0.00379773,0.002636512,184.1398497,169.2708362,259.754882,x,1344.6,378.6,28,x,30.6,4.9,80.8,85,12.3,UGC7125,.S..9..,80.9,85,Sdm,Sdm,0.003572,0.169,DG,FALSE,FALSE,FALSE,966,"886, 984",194pm14,5.70E13 pm 5.91E12,30.6pm 6.6,"f:Lya, working",center is 935 : VIRIAL AND CUSTOM INCLUDE MISMATCH
CSO395,1025,UGC07207,8,"('182.81083', '36.96083')","(183.07817, 37.01481)",0.110502235,0.005160878,103.0851275,47.95798161,83.4198657,x,1324.4,299.4,21.700001,x,13.2,6.5,60.7,x,x,0,x,x,x,IB(s)m V,IB(s)m V,0.003506,0.169,DG,?,TRUE,FALSE,1025,"974, 1120",343pm15,1.21E14 pm 9.85E12,41.6pm 4.1,"f:Lya, working",center is 1047 : VIRIAL AND CUSTOM INCLUDE MISMATCH
HS0624+6907,9187,x,0,"('97.51083', '69.08417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.37,SP,FALSE,FALSE,FALSE,9187,"9157, 9217",72pm8,1.71E13 pm 2.26E12,17.5pm 3.2,yes,"possibly one line, not marked though. Galaxy hase v = 9867km/s : NO GALAXIES"
HE0238-1904,1607,MCG-03-07-044,1,"('40.13583', '-18.86417')","(39.54871, -20.167)",2.02E-18,7.04E-188,69.7898511,20.53959591,424.5250134,x,1220.1,-386.9,17.18389701,x,7.5,4.5,53.1,x,11.9,ESO545-G40,.LAT0?.,53.9,35,SA(rs)0^0^?,SA(rs)0^0^?,0.004917,0.631,SP,?,TRUE,TRUE,1607,"1563, 1651",30pm6,5.83E12 pm 1.20E12,30.0pm 5.7,d:Lya,"d:Lya labeled at 1625, I measure 1607 : ONLY 1 GALAXY"
HE0238-1904,2153,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,2153,"2102, 2204",31pm5,5.97E12 pm 1.03E12,35.9pm 2.4,d:Lya,"d:Lya labeled at 2177, I measure 2153. No galaxies nearby : NO GALAXIES"
HE0238-1904,2521,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,2521,"2407, 2635",109pm8,2.16E13 pm 1.65E12,74.3pm 3.4,d:Lya,"d:Lya labeled at 2517, I measure 2521. No galaxies nearby : NO GALAXIES"
HE0238-1904,2957,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,2957,"2862, 3052",65pm7,1.25E13 pm 1.37E12,66.6pm 3.3,d:Lya,"d:Lya labeled at 2961, I measure 2957. No galaxies nearby : NO GALAXIES"
HE0238-1904,4590,x,0,"('40.13583', '-18.86417')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.631,SP,FALSE,FALSE,FALSE,4590,"4508, 4672",147pm5,3.20E13 pm 1.12E12,54.7pm 3.6,d:Lya,"d:Lya labeled at 4631, I measure 4590. No galaxies nearby : NO GALAXIES"
RBS1795,1795,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,1795,"1785, 1899",36pm7,6.98E12 pm 1.41E12,47.9pm 2.6,yes,"center is 1842, very weak : NO GALAXIES"
RBS1795,3590,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,3590,"3560, 3620",29pm5,5.66E12 pm 9.65E11,24.5pm 1.3,"d:Lya, OVI","weak, I don't believe the OVI label, no galaxies within 2000kpc and 1000 km/s : NO GALAXIES"
RBS1795,7923,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,7923,"7890, 7942",16pm4,3.13E12 pm 8.26E11,18.8pm 2.3,d:Lya,"center is 7916, extremely weak, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES"
RBS1795,8103,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,8103,"8057, 8155",61pm5,1.25E13 pm 1.17E12,31.0pm 2.6,"d:Lya,Lya","group of large galaxies with 1000<b<2000kpc at this velocity, center is 8106 : NO GALAXIES"
RBS1795,9038,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,9038,"8992, 9080",96pm5,2.12E13 pm 1.19E12,27.7pm 1.8,"d:Lya, Lya","center is 9036, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES"
RBS1795,9517,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,9517,"9500, 9538",18pm3,3.55E12 pm 6.98E11,13.4pm 2.3,Lya,center is 9518 : NO GALAXIES
RBS1795,10154,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.344,SP,FALSE,FALSE,FALSE,10154,"10105, 10203",57pm5,1.15E13 pm 1.15E12,33.5pm 2.1,"d:Lya, Lya", : NO GALAXIES
H1101-232,1188,NGC3511,2,"('165.90708', '-23.49194')","(165.84904, -23.08678)",0.77476783,0.546134876,152.5722622,112.4692714,98.4261152,x,1333.9,145.9,13.8,x,23.3,8,69.8,x,83.5,NGC3511,.SAS5..,69.2,76,SAB(s)c;HII    Sy1,SAB(s)c;HII    Sy1,0.003699,0.186,SP,FALSE,FALSE,FALSE,1188,"1056, 1298",633pm20,2.39E14 pm 1.65E13,69.4pm 2.1,d:Lya,"center is 1177, two large galaxies very nearby: NGC3511 and NGC3513 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
H1101-232,3580,MCG-04-26-019,2,"('165.90708', '-23.49194')","(165.70883, -23.59161)",0.058028018,0.038796038,172.7694299,147.3690571,179.153512,x,3846.2,266.2,49.52,x,27.9,11.7,65.2,35,26.3,ESO502-G12,PSXT2..,59.1,30,(R:)SA:(s)ab   HII,(R:)SA:(s)ab   HII,0.012086,0.186,SP,?,TRUE,TRUE,3580,"3466, 3688",560pm11,2.60E14 pm 1.40E13,55.6pm 1.8,d:Lya,"strong, center is 3577, blended with H2:1, OVI?; p"
H1101-232,5995,x,0,"('165.90708', '-23.49194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.186,SP,FALSE,FALSE,FALSE,5995,"5938, 6026",46pm9,9.22E12 pm 1.94E12,30.4pm 2.4,d:Lya,"center is 5982, blended with MgII : NO GALAXIES"
1H0717+714,2870,UGC03804,1,"('110.47208', '71.34333')","(110.64454, 71.59894)",0.182374512,0.106466127,172.7694299,147.3690571,207.1430497,x,2972.8,102.8,45.4,x,27.9,16.7,53.1,5,7.2,UGC3804,.S..6*.,52.9,13,Scd:,Scd:,0.00963,0.5003,SP,TRUE,TRUE,TRUE,2870,"2780, 2960",333pm5,9.05E13 pm 1.89E12,54.5pm 1.6,d:Lya,blended with 2956; p : ONLY 1 GALAXY
1H0717+714,2982,UGC03804,1,"('110.47208', '71.34333')","(110.64454, 71.59894)",0.23701948,0.138366627,172.7694299,147.3690571,207.1430497,x,2972.8,-9.2,45.4,x,27.9,16.7,53.1,5,7.2,UGC3804,.S..6*.,52.9,13,Scd:,Scd:,0.00963,0.5003,SP,TRUE,TRUE,TRUE,2982,"2942, 3022",51pm4,1.03E13 pm 9.27E11,27.6pm 3.3,d:Lya,"d:Lya labeled at 2956 - seems wrong, blended with 2870 - needs fitting; p : ONLY 1 GALAXY"
1H0717+714,3845,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,SP,FALSE,FALSE,FALSE,3845,"3785, 3905",45.00pm5,8.76E12 pm 1.04E12,41.2pm 2.5,d:Lya,"d:Lya labeled at 3839 - seems wrong, weak; p : NO GALAXIES"
1H0717+714,5292,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,SP,FALSE,FALSE,FALSE,5292,"5223, 5339",46pm5,8.88E12 pm 9.27E11,41.0pm 2.5,d:Lya,"center is 5281, no galaxy with b<2000kpc at this velocity : NO GALAXIES"
1H0717+714,6271,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,SP,FALSE,FALSE,FALSE,6271,"6219, 6335",150pm4,3.51E13 pm 1.18E12,35.6pm 2.1,d:Lya,"center is 6277, no galaxy with b<2000kpc at this velocity : NO GALAXIES"
1H0717+714,7795,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,SP,FALSE,FALSE,FALSE,7795,"7768, 7836",49pm3,1.00E13 pm 7.06E11,24.4pm 2.0,d:Lya,"center is 7802, no galaxy with b<2000kpc at this velocity : NO GALAXIES"
PG0003+158,833,NGC7814,12,"('1.49708', '16.16361')","(0.81204, 16.14542)",0.25215757,0.146762729,171.056491,144.2112166,197.2689177,x,789.3,-43.7,17.171,x,27.5,11.5,65.3,x,46.6,NGC7814,.SAS2*/,65.4,135,SA(s)ab: sp    LINER,SA(s)ab: sp    LINER,0.003502,0.4509,SP,?,TRUE,TRUE,833,"770, 896",194pm17,4.73E13 pm 5.13E12,45.7pm 2.2,d:Lya,"weak, crowded field; p"
PG0003+158,1255,x,0,"('1.49708', '16.16361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.4509,SP,FALSE,FALSE,FALSE,1255,"1209, 1301",64pm9,1.34E13 pm 2.05E12,30.1pm 3.1,d:Lya,"d:Lya labeled at 1250 - I measure 1255, weak, NGC7814(;LINER) at 789km/s; p : NO GALAXIES"
PG0003+158,4761,x,0,"('1.49708', '16.16361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.4509,SP,FALSE,FALSE,FALSE,4761,"4730, 4792",30pm5,6.15E12 pm 1.07E12,19.2pm 2.7,d:Lya,d:Lya labeled at 4764 _ I measure 4761. No galaxies nearby : NO GALAXIES
SBS1122+594,1212,IC0691,6,"('171.47375', '59.17278')","(171.68465, 59.15543)",0.518259603,0.000807593,65.88793138,18.12481724,45.28841264,x,1399.4,187.4,23.700001,x,6.9,5.1,42.3,155,55.9,IC691,.I?....,48.6,150,I?;WR?         HII,I?;WR?         HII,0.003992,0.858,DG,?,TRUE,TRUE,1212,"1079, 1345",821pm13,4.11E14 pm 2.09E13,84.1pm 1.4,d:Lya,"d:Lya marked as two blended lines at 1149 and 1208; p. A bit ambiguous, worth looking at again"
SBS1122+594,1597,NGC3642,12,"('171.47375', '59.17278')","(170.57455, 59.07451)",0.040200499,0.004921386,149.8503775,108.1530536,226.4484462,x,1789.9,192.9,27.5,x,22.7,22.5,8.1,75,3,NGC3642,.SAR4*.,33.7,105,SA(r)bc:;LINER Sy3,SA(r)bc:;LINER Sy3,0.005297,0.858,DG,FALSE,FALSE,TRUE,1597,"1560, 1634",132pm9,3.39E13 pm 2.98E12,24.6pm 3.1,d:Lya,"d:Lya labeled at 1580 - I measure 1597, blended with Lyg, crowded field; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SBS1122+594,1796,NGC3642,12,"('171.47375', '59.17278')","(170.57455, 59.07451)",0.10182029,0.012464944,149.8503775,108.1530536,226.4484462,x,1789.9,-6.1,27.5,x,22.7,22.5,8.1,75,3,NGC3642,.SAR4*.,33.7,105,SA(r)bc:;LINER Sy3,SA(r)bc:;LINER Sy3,0.005297,0.858,DG,TRUE,FALSE,TRUE,1796,"1771, 1821",29pm8,5.92E12 pm 1.81E12,19.6pm 2.4,no,"very weak, d:Lyb:58253 marked at about 2340 - line seems too strong for this, crowded field; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
